id,nombre,nombre_comercial,direccion_encriptada,rfc_encriptado,contacto_nombre,contacto_email_encriptado,contacto_telefono_encriptado,km_distancia,horas_viaje,tipo_cliente,creado_por,creado_en,actualizado_en
67e8467d-1a65-4236-8ac3-41ebb5f106a3,EMMSA,,"ww0EBwMCs8gYRYIF39ti0jsB3oxvVr7NlCz41aVgoOvSrzvT/3RVHLdH+ihs/r+67syho5c7cTxM
hT35okk5pW6nBGj7aV8jW34eYg==","ww0EBwMCEwaaljgazaZi0j0BaTzCD6XYdn4Jv6Rl2Hrg6w5mBUR8IJkEdq6P8uMEm3nw3Syaroza
eNWbJc1W6O+oZsZ7yOvfyCQzFat7",Almacén,"ww0EBwMCkahJ6bxWLKNv0kIBRvrbBtJczEeYcLsGXMdl1xwXCoSbN7+IYFBlD0Wqq2Q38bMyepHf
kJbdgip0vz9ar6inViMGhoKVCGCLW78UmR8=","ww0EBwMCBEoXzuCWlQpi0jsBclkbFaKyG9Z8PBfr9Imj/VlEpgVfP8V7h9P9bEF5ZLXeHkVNCSkE
uhihnh7Xhn564ThzkQAQVHtdoA==",21.60,2.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
6a78d61b-9b7f-4ffd-b45a-af1a096dfa45,HALL PLANTA 1,,"ww0EBwMC9r8AYhBG7xNo0lMBE+Px4JxBUIi3Nd+K+aOPaGwsKAZEQH/jnuejzbgFi0WUKQfl13MC
+vXP8cCLG4N8eQWuWRXgLs9Y8AZwxV86gg+fSuKbagKaUAcu5dnY1t0XFA==","ww0EBwMCtEOQAXeM7d560j0Ba+BpDcxgYbj2AIU4NoGd3MBic8kobKXQak1+wTp9Rm6FhV0PSbFU
gPUezeW3Y7a8BIJQeuypcQRVrA1r",Ing. Control,"ww0EBwMCMg8Cp3wvNgNu0kEBx+54dfKufY/HVH7O/DBJS1z4cnTfavQ2fY/O55SZf96t25pnfutC
KKsdCvJJHKBxcM5vI7JtIfMPaR6aG6TOig==","ww0EBwMCtqHZ2tWIqAp20jsBnPdQRPxs8CBIDqaSDqeyFcXib+9h5u6eEOc86FY2e3Sw72OPZINi
tT5Vz0DAlzS0QmjjvqMVkPAjoQ==",73.80,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
6e8b2f3d-7a27-4d1e-b631-d3fda53dfeac,BODYCOTE,,"ww0EBwMCTOAWXBu7F2Bo0lIB0IiD5HmHc3XEMmXw/0eiDpvphgXZ5jFqE/0klkpC62fMdJdfHxap
t6TuJSO+PxY5Cf362r63x2gUsAz5ez/ejUnq/xnDZPGenumMYt2LhYm7","ww0EBwMCQ/ZT+GGItmp+0j0BMgph26qigSvZDxDWCGQRr7a7lBXKKeZx+ZXfNA+lwJKUgHnZ0KMp
72tBZjB3ItR5K9jHw1lGjukxyUg9",Ing. Proyectos,"ww0EBwMCzcA++cQYU11z0kcB09UrwuLDfvqMfBGhOJb/hEO0n3m9El+AAguovOgeJvPBdCls0e8k
5Rhxh7wPx7urFe85Kw2SZPAU0fb4tM7NUiBgG7rlEw==","ww0EBwMCT1lYTO+SCkh10jsB+QS3OeqPXrx/U/8i2LRRMTxVCWaKYm7C9Dzc2cEyKLsL4R5p9r5k
Dv7kFQ63xnSoU+JR1fnSBmXeLA==",90.60,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
71599959-85ee-4238-b731-58843208f607,NHK,,"ww0EBwMCQBmXESrBe29x0jwBc6mJ9A8XmN7On6ClLaIQxl/fV6Sgi8ft1V+P184UwVxNaTdo5UyZ
2pp0shaMmWdLaIPsTIDH+PirPq0=","ww0EBwMCmbVmFnlXnGFn0j0BHN9mPgxJcDtwIRdlfwpCySN6e8lO4bxP8f9FfdAYMZRACNKshORC
1Nk6K/M0+JaCkbzzPuSmkWhkVn/B",Mtto,"ww0EBwMCZv+pHqX9NvN00j0BnIEjlKGjcejQVsUCDce6eBTanjG5vgMaKGG4BdfKs1uAw2NX9q8H
65t6Mp11kXgYAp00zmfbB3YkX8FT","ww0EBwMCA2StVuxoSUl50jsBMxPAgWvyotQXb1oLnGIDJkNpdBdAKP7X4kG9ipg+hqJGvqSC/kiV
Qu36lu+TJz1rCrHIPftyf6uDKw==",138.60,4.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
7a470f96-1a4e-457a-a700-7b19df077ce6,MAFLOW,,"ww0EBwMC4wPX3NYqEaVk0jsB3xOc6GfbdTrv3eJ0Tem0N8GjU/45rE30vLQXSe2onp2qWLb2TO5I
AKSgAHkHtex7tFbxOa0ZSOzdUw==","ww0EBwMCKI9dXKBnze560j0BQorDT3MShyzFe0p4aZsjzBcDE44Sq8KkpKKbD2VE+NM2ISU3rDNy
SBiFiSuhrqM2KFclxOIuOptcD8Jy",Ingeniería,"ww0EBwMCTcvufYAknsdw0kYBr0OjbX2kb+6OMDEL7+/OVAhW6QnzgMa20HUq2LCcoSIZ1LAtTZa0
r4YITYKwSSnz3WUDymZ9EmySmUP3gOWKhxisGjBs","ww0EBwMCkXCR77AeXG5s0jsBk6YSlCdw+YKPCBeyg+T4DJjcy9fANiiAr1DUHsgl2eHETpdwZDkW
Wu26bb7zIQgFkqqr2PcTo3Z7gg==",59.80,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
7f552c46-5f72-4b9f-8cc9-18872fed383b,ANGUIPLAST,,"ww0EBwMC3J+11FmtN+R20lYBoCMBCZxGtt3W58d2X7yg+dSPWM+RkaR39FSy2rJj0B3f5VCkyyKT
zksGZUFZJfMpBBezTiq2PWpLTyOfHG347NxwTmIJrk1X6fgNr54O7WiS4CsMdw==","ww0EBwMCqSFOxuOEhCpl0j0BXxFJ8F3WMdegT5AOQ6AtSSw0pMwzNg1eAyQG7bxw7SEiBv3tPO0x
2y9epxlWI7BFu50nWDF3LmgBtOx8",Ing. Compras,"ww0EBwMCibOcG07DRJt/0kcBycNvtQAaktj7qCairhO8gYqfWfDNO/Od1EGKTNvjfN3L4Gqvidaa
HmfsMx1hJSY90IEKqX5slNWCQCHxGaZdi/k87ZiOxA==","ww0EBwMCEPvYb5wUoIF20jsBQQfGOj9acROCfBzIX1y43+Xhyz5RWUypt4dmavOj9jQrLS/pSYI3
qiwAcqSOWby7VzvOEVzaszFwPw==",234.00,6.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
81ea0bf7-9b07-4440-8ae3-109acc977d74,SAFE DEMO,,"ww0EBwMCDmApfO1GJ1hm0jsBRrNkxIqTVYJo2mgF3TfDFh5ZZ4JDY8ldwK2PhqKfiu0Z/StteQaq
togcur4+X6e7oIR+Od3A2vTlXA==","ww0EBwMCEx1bxo67afBn0j0B1QjUvgD1y//JLKgsxwv0iRqFjihNIz3nUTCzmZqyCgOYPwNPQOyG
AEThr2o7oLxI4cj9vbokjLxcDP7H",Ingeniería,"ww0EBwMCyHA2XQm1oKRj0kgB2GNhM1kuDa5AY0N8c41ObDTjYLUV90qrsoW7PO3hFMjCYS7vLZ4p
URQefqCF8otl2GecnpOJ01SXiBhGKeheJtVE7qCkguc=","ww0EBwMC79+QuEZQUndj0jsBCveUbUsibOwkpckG8NrMxwCt/BwJdYC7OgoZDDbjz+a+FAbYqDkO
FT5T6COj4K3KhX9GApejNtuKsQ==",61.60,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
83b64141-20ad-4646-920c-b3fc3a58801d,IK PLASTIC,,"ww0EBwMCWCezfle+B7ds0kQBdsqtzkp9vBZtz8CheF+fOIsiRKD5gckxWUvwjFhMeNv0awhhNszh
MuJJQ+NyJ1jqsCiaK18ReciGGFNxCJd65FZ0Iw==","ww0EBwMCbtwCR8/7Y4lx0j0BYL3Db8lNFnlKlgGhKIcO6wjq9WkR35FJTDrxz07ch8B1QYbxTyoz
vgGw+QBqd8Z/jgFnY1TurUSStclq",Ing. Proc,"ww0EBwMC8hTHPfhweOJm0kcB9zWNQRmn22EpGuybR5xvCABlj77Eg9AD5sfBKOfd2QiRYB0FbRrE
FtNY/TtmoLEPstYsPpeqqyd+ks1MaKh3lPCnRMFMsQ==","ww0EBwMCdXV0XRvMT2Z/0jsBbMgdylsk8VDBbvJYuyeSTn9p6Ix2Ni+7a68XkHDlOnQHu8Avlwht
SH3Q4V051DeNG7ZtZ8S2HkQQ8Q==",61.40,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
af79cff8-4cf5-49f0-9eeb-33cf545ae43a,IMPRENTA JM,,"ww0EBwMCxmkjT75v4DZu0kUBUErKvZfuOE6jeXmtUQrqjuUZ2ebGM17zJCVU43K/MldWH43Fx/j7
1RyHJT3GcG5zfyGlCHsovn7YYWFOOJiC292y2cA=","ww0EBwMC+YiDuypY3LBw0j0BXDFxb+stj97fe0aJD346K5K71ZyCzz6MdWlSOBT1Vi0ZdVy0XYqJ
ufpyX7w54+JOz1lswWM5rn/WIYw8",Dueño,"ww0EBwMCdBjR/NI/hQBo0kUBW5DJ/LCD9PJhuUhOjEU2u1mFxna8PgO3e40W2H5jdOQJfZOPQkyI
sdCBJUY28/sYLYhsdXoQzPbXkwgwXSorirPGHjc=","ww0EBwMCI3wg2PFKeN5r0jsByRiYUEyDaWdWjUjtG3cISbA5hcbirLiuNPgsNK+HDcd6ukvlkMV1
cl0sG5g73r3kokuBbcjpq5m63w==",16.20,2.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
b2e5f9e4-3277-4e00-b9cc-83a9fd1453fc,BOLSAS DE LOS ALTOS,,"ww0EBwMCW9vojOCNX5F90lEBPFrom6WeLKAbGTJJ8KAYKYhRbs4PQ1vt740sMT/ilHw6hpxKe11r
jhUI3YXCSccVhPYhgBMdAW+Rp2a65F0coieL5S4+qOnirHAhnNJOfBY=","ww0EBwMC2a37D6+wm3pm0j0B7ClzjAMfxdb0+0nCrPTdHBlo1vdL5crDBPiGkZYg5/j77zio5WLe
2ePM9+zQsxrowygOn7FOY1psj4hK",Lic. Adquisiciones,"ww0EBwMCa6NhmklmlhFz0k4B8IlCGzM/wbLBo9qlGmZ77AP9/6SGBuo91KSprLSXGlk41bkEyf14
qOm9t6kb0yX92he1HlQBvDQGWozpWMMprUOo32CGgSH46izuQiA=","ww0EBwMCeuDPrzl8d0Jn0jsBemp4zqB9hx5DRMVk0ovu5i9B6fnzOxxCntw7K2jrmrvQVnNxBqVt
hwyFEhxElcwwoStO4Tcy0qIGRA==",226.00,5.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
bccee712-dcbf-40d8-9f6b-b8e4b099e795,COFICAB,,"ww0EBwMCpCP2reXxL0dj0kwBlbbHtls/jTIibzhgA4iI7/3NgGO+wZ5UHiGDLly+jlZQs4481xxP
85GRMCOoLxOaMpHUPANxJbos08oloS7R2oVHumnBlFWDe22n","ww0EBwMCnjujfadCfNN+0j0B6Wkinf6IkBkRz1CTA4izPeXgrk9vSwdswNwu82U5+9nUVIW28gwa
1SSqxyXi+wrLQF8ji0nTnFFo9LMf",Ing. Eléctrico,"ww0EBwMCPredZPSSKBpv0kYBKTetgf62m9qcalCVck2dFR7/WW44YwHMDgDYOqApmhGpd1a14EV4
j4VPw0nRDuKDYILPtl9n5rnTZvhUBjRgOkZ2lvvQ","ww0EBwMC0KySvk1K90Ni0jsBjGt+73zp4HR1yRRcX4ra2Um3vNb99IEQH9t6gJBgWEiLCjxSEjDk
2+aCy0ofELgfYR0hXkQbMcirbw==",80.00,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
be315be0-5c1c-4bda-a45c-eab1a489806b,MR LUCKY,,"ww0EBwMCU/5Bh0+iwkln0j4B5YTEncOZfhpwxCNRv6eRxhOM3VnhT6xnHrSsEl8ZUMyV+mXbA0oH
vijjAvJLqbipd0XFrJtqvFjBOb2+LA==","ww0EBwMCoSkl5Hs2X1x+0j0BP2fXvbQiYT76Rlc/BrZ6jouZ4DZC3UytlbSkfcqZXA68wZQoGbnL
kaviNVNB1o4ZVVVweAxVe54l/SMq",Campo,"ww0EBwMCGPGD2PVQ96Fv0kIB870vKo7ugZKj3NMu7jjKPF2Sbes+ApSFkDt7xGgfoObNe/yIcY6v
sYYExDjQ3zIolmbz3aHqTO7/YYAfrT3QFaI=","ww0EBwMCYkMQnR8/F7d60jsB72pa+dqd6yR9wRZG3S1c7VywF4cCfsirODX4xGGMzCR1sVxQMNBF
udf2O//ZNUyhJlFbgHtejAzziA==",157.00,4.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
c43c1879-c915-480f-bbdd-638b9816ac34,MARQUARDT,,"ww0EBwMCByESGnDR/6l00j4B3SsO1ET5zqfq1xpFS1qP6jDdfbSUWtvOb9sC3B5l8zwp0yVno9Y1
SOnvxjs36I+RwDtee0awR3OGNqhviA==","ww0EBwMClkniDfvak2d40j0BE3AfiQhQeh0DSuLHQ7MwQ7+uBAZ19LQAWvjNRDLigbmuCBWr/CzI
xcIWiOAGzw4MmUfJuhMovk91+3Km",Compras,"ww0EBwMCa6PggALHcrBt0kYBtd9XGiQGQLJg+Htl5E+PPVSuS64SfEdQi1Upo0METeMrD2XYhx1n
lnERihIPXZyshDf5JPR4LzW80Uf5lYFrDAIo7rdZ","ww0EBwMClYl9HrrMrXN90jsB44zBUG9WO1Dktqk1OfAwRBeypZDRewFebqiun3+wwCU8o7rYoodq
KwKkhLTZVFfrZDbHl/9WPzHsLA==",125.40,4.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
caa81d38-2561-4d82-b9ca-336e8349e1ec,GRUPO ACERERO,,"ww0EBwMC81jxDGBpYH5g0jQBG5kLoGm+Zsv18IuuUPSSnhomw2zc6M3NSfVKBhkdwgz+PhItTJ0h
cZe0E71USK+MxJ9M","ww0EBwMC6SQpKr7DCF9l0j0Bn1SUJr9t8EDRmdoRzOUlbaaZcfNHAhtbSW0+dHesydrGYp3mwZgp
zqcS8nszVmiitAWzDVjLLMvpuiK+",Planta,"ww0EBwMC5UMKWqaO4+pq0kgBdmpLV8CySlPrKdOApAqO1xdFHdVQ7m5sI+gHH4DGIk+4QdMiA3J/
sH5BsEsoed4NChETb3eoUr4J3wzq8w6RYxzkiR34qTc=","ww0EBwMCbSHY9MYwjbx70jsBrIdHeCE9Fc7gLqoq7n2q+fnyUw0nX5y3UM+VZHIq5bmJ0ypglvFh
h/mb735Ebmzw3iMFGezl6Mw8gQ==",386.00,7.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
d88a4a9b-84bb-475d-82cc-913277283e97,CONDUMEX,,"ww0EBwMCQkdQq1yHPGV00jsBoAzJKoO6us9U+PqJCRxzmB+jJOgUOHv0WASxJA/Wt5l8cR57GF/+
n2OSAdTnUiZ7XDCeB9YEOkWiKA==","ww0EBwMCWOizQ60ZA1J70j0B9lMvGskyNeYGdzpcZsQhBDs6MrT/RGOkQwbEq2a7cjQhlfUAZdaa
BZMqMDyh2KwjZjsGhmS0eFK588j0",Compras,"ww0EBwMCZqs5ofB01slj0kUBA9sJBao2zxXwra5RvoUZOph5yZAk4ZTmk5DnaxW4dnYqk+PSDbX0
ZJKORL44Gvo9zom/HNmc8GXkSMIJ2R7C/h2g+Ng=","ww0EBwMC2pP/bDgUluJ+0jsBi6lorIxnpp+lP7tGwMS6/o5m/b77pjH13mJaamNKCyfOy2qfwfsh
Wegyv++vJ4h2JegmU1C2J2lbaA==",90.60,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
e38d8321-56ba-42bf-ad1a-b9b50e09cfc5,RONGTAI,,"ww0EBwMCi8NTSXwJjDVn0jsByb4IcZFcNYPV8KoWmEol0qJNWpbCINQ65jis/RGDD8wyjjnWSnI+
aYJbpFwN7MYozJLXqLzFaAKlnA==","ww0EBwMCdnod8YtqwMFp0j0BCb6OA+UAMD92OkhSvENQSQC6kYqeJljrFRZbA9BI5ZS7upiQSNap
1KLvsDWMFAbA+c7rlFGQL566wdGU",Compras,"ww0EBwMCL26/07Xfr4Z50kQBNnBcKEmt8D278hfPwyCFrf3mFqkBLykaJ69Q55iDK/EwLq6N/xO3
lbwMNrKILqhPpe6UWJYEvseoQjjndDoVjvg7kQ==","ww0EBwMCO8Fqj3As8nFv0jsBze4KdzIJHYdne8Ps+Trjbw4/oMwGPzAvBePgNbErZi2NEpTUL83e
bgrjBR9Y8p5qvbEoZdlRqm9Iug==",28.20,3.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00
f11b1fe6-4193-4f76-997c-a06188d3f1da,CURTIDOS BENGALA,,"ww0EBwMCECW90wbtNOJv0jwBBASNK+8EC3Lw0FK9wZOwhZNykAW6+GDePvyFZWKXLSZdErwlgZGs
vEBsNueWn+4OLBy2U+QrKEGTGSA=","ww0EBwMCaDLZoBwc1g5x0j0BEglQ7xITiTyEEQ24nwjgERauzpduVnDdGfSyva5+iqGZ34uji1qg
I5kxD+OrLukzXSI0f54Dr60H3w7G",Propietario,"ww0EBwMCE/NAOJwb0gp10kgBXG+/0KNKWCTo0Fbwm3/dLB7bZLu6SMuOE3KNIygqPVsmtfeZqPyq
h5Jw8qFWxdueIgyCHnxXoDdTLv/UPG/u0djDdEBIvcA=","ww0EBwMCJukNjrXzH4Fu0jsBLuDDr3JkjIMs+bFoc1yjuapHuQ8gM9+DcIBg84mwrxyQI/NOzXXF
sahXVkM9NbnR9rZI7u7Ahwt5mg==",17.20,2.00,industrial,,2026-02-26 15:04:03.371659+00,2026-02-26 15:04:03.371659+00